富裕,富有
完璧归赵,物归原主
完毕,终了
完备,齐备
纨绔子弟,花花公子
蜿蜒,弯曲
外债,内债
外在,内在
外延,内涵
外行,内行
外销,内销
外向,内向
外乡,本土
外围,核心
外头,里头
外伤,内伤
外面,里面
外科,内科
外景,内景
外交,内政
外患,内乱
外国,本国
外敷,内服
外敌,内奸
外部,内部
外表,表面
歪斜,倾斜
歪理,正理
洼地,高地
挖空心思,处心积虑
挖掘,发掘
唾手可得,探囊取物
唾弃,鄙弃
脱颖而出,锋芒毕露
脱险,遇险
脱胎换骨,洗心革面
脱漏,遗漏
脱口而出,信口开河
拖拉,迁延
托故,借故
托付,拜托
托辞,遁辞
吞没,淹没
退职,在职
退役,服役
退学,入学
退席,入席
退伍,入伍
退缩,畏缩
退让,让步
退却,退避
退化,退步
退出,加入
退场,登场
颓丧,颓废
颓废,颓丧
推延,推迟
推心置腹,开诚布公
推卸,推脱
推却,推辞
推敲,琢磨
推荐,引荐
推广,推行
推动,推进
推戴,拥戴
推辞,推托
推迟,推延
推陈出新,新陈代谢
推测,揣测
推波助澜,火上浇油
团圆,团聚
团体,集团
团聚,聚会
团结,勾结
土气,洋气
土崩瓦解,分崩离析
屠戮,杀戮
途程,路程
徒有虚名,名不副实
徒劳,白费
徒弟,师傅
突围,包围
突然,忽然
突破,打破
突飞猛进,日新月异
突变,渐变
凸起,凹陷
透露,泄漏
投降,投诚
投合,迎合
投标,招标
投笔从戎,解甲归田
投奔,投靠
头重脚轻,虎头蛇尾
头绪,眉目
头目,喽罗
头昏脑胀,头昏眼花
头等,头号
偷梁换柱,移花接木
偷盗,盗窃
偷安,苟安
痛快,爽快
痛苦,苦楚
痛改前非,改过自新
统一,一致
统统,通通
铜墙铁壁,固若金汤
同意,赞同
同样,异样
同学,同窗
同性,异性
同心协力,同床异梦
同流合污,随波逐流
同化,异化
同归于尽,玉石俱焚
同床异梦,貌合神离
同仇敌忾,同仇敌慨
同病相怜,幸灾乐祸
通知,告诉
通信,通讯
通晓,知晓
通宵,彻夜
通通,统统
通俗,浅显
通明,透明
通过,经过
通畅,迟滞
挺身而出,自告奋勇
停止,中止
停职,复职
停战,休战
停业,开业
停课,复课
停刊,复刊
停火,开火
停工,复工
停顿,进展
停办,开办
听天由命,听其自然
听凭,任凭
听从,遵从
铁心,死心
贴补,补助
跳梁小丑,正人君子
挑战,应战
挑衅,寻衅
挑拨离间,搬弄是非
挑拨,挑唆
甜蜜,甘美
恬适,安适
恬淡,淡泊
添枝加叶,添油加醋
添油加醋,添枝加叶
天摇地动,天旋地转
天涯海角,天南地北
天性,天分
天下大乱,天灾人祸
天文,地理
天堂,地狱
天时,地利
天壤之别,大相径庭
天然,自然
天穹,苍穹
天南地北,天涯海角
天经地义,理所当然
天昏地暗,昏天黑地
天花乱坠,缄口不语
天黑,天亮
天翻地覆,翻天覆地
天才,天赋
替换,交换
体现,表现
体贴,体恤
体面,面子
体谅,谅解
体力,膂力
体会,领会
体格,体魄
题目,标题
提早,延迟
提问,发问
提前,提早
提价,降价
提高,进步
提倡,倡导
提拔,选拔
啼笑皆非,哭笑不得
腾飞,起飞
疼爱,心疼
特务,间谍
特色,特征
特地,特别
特长,专长
讨厌,厌恶
讨价,还价
讨伐,征伐
淘气,调皮
陶冶,熏陶
逃之夭夭,溜之大吉
逃亡,流亡
倘若,假使
搪塞,敷衍
探讨,讨论
探索,探究
探亲,省亲
探囊取物,十拿九稳
探究,探求
叹为观止,蔚为大观
叹气,叹息
袒露,裸露
袒护,包庇
坦率,坦白
坦白,坦率
谈笑自若,谈笑风生
谈笑风生,谈笑自若
谈判,会谈
谈论,议论
谈话,说话
谈虎色变,闻风丧胆
昙花一现,稍纵即逝
摊派,分摊
贪赃枉法,贪污腐化
贪婪,贪心
贪得无厌,得寸进尺
泰然,恬然
太平盛世,兵荒马乱
抬头,低头
塌实,浮躁
他乡,家乡
他杀,自杀
他人,别人
索取,讨取
所有,一切
所向无敌,所向披靡
所向披靡,所向无敌
缩小,减少
缩手缩脚,缩头缩脑
缩短,延长
唆使,教唆
损人利己,自私自利
随心所欲,为所欲为
随同,伴随
随声附和,人云亦云
随便,随意
宿愿,心愿
素日,平日
素淡,素净
素常,平素
肃穆,庄严
苏醒,清醒
搜索枯肠,绞尽脑汁
搜罗,网罗
搜查,搜寻
耸立,屹立
怂恿,鼓动
松懈,涣散
松散,松懈
松软,坚实
肆虐,暴虐
似曾相识,素昧平生
伺机,乘机
伺候,服侍
四周,周围
四平八稳,轻举妄动
四面楚歌,左右逢源
四面八方,五湖四海
四分五裂,支离破碎
死于非命,寿终正寝
死气沉沉,万马齐喑
死皮赖脸,厚颜无耻
死路,绝路
死里逃生,九死一生
死结,活结
死记硬背,融会贯通
斯文,文雅
思维,思想
思念,怀念
思路,思绪
思考,考虑
私有,公有
私人,公家
司空见惯,习以为常
说明,阐明
说服,压服
顺叙,倒叙
顺水推舟,因势利导
顺水,逆水
顺手,随手
顺流,逆流
顺境,逆境
顺当,别扭
顺从,依从
顺次,依次
顺便,特地
水灾,水患
水深火热,安居乐业
水乳交融,不分彼此
水平,程度
水落石出,真相大白
水路,旱路
水灵灵,干巴巴
水到渠成,瓜熟蒂落
爽朗,沉闷
爽快,直爽
双管齐下,左右开弓
双方,单方
衰亡,兴起
衰弱,健康
衰败,衰落
树碑立传,歌功颂德
束之高阁,置之不理
束手无策,一筹莫展
束手就擒,束手待毙
束手待毙,负隅顽抗
束缚,约束
暑假,寒假
熟悉,熟习
熟手,生手
熟视无睹,视而不见
熟能生巧,游刃有余
熟练,纯熟
输送,保送
输入,输出
输出,输入
舒展,伸展
舒服,舒适
舒畅,酣畅
疏通,疏浚
疏忽,忽略
疏导,引导
殊途同归,异曲同工
书面语,口语
瘦子,胖子
瘦小,肥大
瘦削,肥胖
瘦弱,衰弱
授权,受权
授命,受命
兽性,人性
受罪,享福
受益,受害
受权,授权
受骗,上当
受命,授命
受礼,回礼
受贿,行贿
受害,受益
寿终正寝,与世长辞
首屈一指,数一数二
首领,领袖
首恶,元凶
守株待兔,刻舟求剑
守约,违约
守业,创业
守势,攻势
守口如瓶,讳莫如深
守法,违法
守财奴,败家子
手足无措,不知所措
手重,手轻
手腕,伎俩
手轻,手重
手段,手腕
手不释卷,孜孜不倦
收缩,膨胀
收拾,拾掇
收入,支出
收盘,开盘
收买,收购
收罗,搜罗
收留,收容
收集,搜集
收获,播种
收回,发出
收购,收买
收工,出工
收费,免费
收场,开场
收操,出操
收兵,出兵
誓言,誓词
誓不两立,同流合污
嗜好,癖好
逝世,去世
适宜,适合
适量,过量
适合,合适
适度,过度
试验,实验
视线,视野
视死如归,杀身成仁
势如破竹,势不可当
势力,权力
事在人为,听天由命
事与愿违,适得其反
事先,事前
事件,事情
事后,预先
事过境迁,情随事迁
事不宜迟,当务之急
事变,事故
事必躬亲,身体力行
事倍功半,事半功倍
示意,表示
示弱,逞强
市区,郊区
世间,人间
士兵,兵士
使用,运用
食粮,粮食
拾掇,收拾
实质,本质
实在,真实
实用,适用
实现,完成
实施,施行
实践,理论
实际,实践
实话,假话
实词,虚词
识别,辨认
时装,古装
时事,时势
时髦,时兴
时间,工夫
时机,机遇
时候,时分
时光,光阴
石破天惊,默默无闻
石沉大海,杳无音信
十字街头,穷乡僻壤
十拿九稳,万无一失
十分,非常
十恶不赦,罪大恶极
湿润,潮湿
湿热,干冷
施展,发挥
施行,实施
师傅,徒弟
失职,渎职
失约,践约
失意,得志
失宜,得宜
失效,生效
失陷,沦陷
失望,绝望
失落,丢失
失利,得胜
失当,恰当
失宠,得宠
失常,正常
失策,失算
盛世,乱世
盛怒,震怒
盛大,浩大
省亲,探亲
省得,免得
省吃俭用,节衣缩食
绳之以法,逍遥法外
胜仗,败仗
胜利,成功
牲畜,家畜
声援,支援
声誉,名誉
声音,声响
声势浩大,大张旗鼓
声势,气势
声色俱厉,正颜厉色
声名狼藉,身败名裂
声调,腔调
声称,宣称
生硬,僵硬
生养,生育
生效,失效
生吞活剥,生搬硬套
生死与共,背信弃义
生疏,陌生
生手,熟手
生事,惹事
生路,活路
生灵涂炭,水深火热
生机,活力
生存,生活
生产,消费
生财有道,投机倒把
升值,贬值
升级,晋级
升高,降低
渗透,浸透
哂纳,笑纳
审讯,审问
审慎,谨慎
审判,审讯
神往,憧憬
神通广大,雕虫小技
神思,心机
神气,神情
神机妙算,锦囊妙计
神魂颠倒,颠三倒四
神出鬼没,按兵不动
深信不疑,疑神疑鬼
深信,坚信
深思,沉思
深入人心,不得人心
深入,深化
深刻,深入
深厚,深沉
深恶痛绝,感恩戴德
深仇大恨,血海深仇
身体力行,事必躬亲
身材,身体
身败名裂,声名狼藉
伸直,蜷缩
申述,申诉
申请,请求
申明,声明
申斥,训斥
涉及,触及
设想,想象
舍生忘死,奋不顾身
舍身,捐躯
舍己为人,损人利己
舍短取长,取长补短
舍本逐末,舍近求远
舌战,笔战
奢求,苛求
奢华,豪华
奢侈,朴素
少数,多数
少量,大批
少见多怪,大惊小怪
稍逊一筹,略胜一筹
稍微,略微
上涨,下跌
上游,下游
上演,演出
上行,下行
上限,下限
上台,下台
上司,下属
上水,下水
上身,下身
上情,下情
上品,下品
上面,下面
上马,下马
上流,下流
上来,下去
上款,下款
上级,下级
上风,下风
上当,受骗
上层,下层
上策,下策
上不着天;下不着地,水落石出
上班,下班
赏心悦目,心旷神怡
赏赐,恩赐
商讨,商榷
商量,磋商
伤害,损伤
伤风败俗,移风易俗
赡养,奉养
擅自,私自
缮写,抄写
善于,擅长
善意,好心
善始善终,有始有终
善人,恶人
善良,仁慈
善报,恶报
闪烁其辞,直言不讳
闪动,闪烁
煽动,怂恿
姗姗来迟,捷足先登
山穷水尽,日暮途穷
山盟海誓,信誓旦旦
山高水长,天长地久
筛选,挑选
霎时,瞬间
刹时,瞬时
沙场,疆场
杀身成仁,视死如归
杀人越货,舍己为人
杀人如麻,救死扶伤
杀人不眨眼,杀人不见血
杀戮,屠戮
杀鸡取卵,饮鸠止渴
森严,威严
色厉内荏,外强中干
色调,色彩
色彩,颜色
扫兴,败兴
扫视,审视
搔首弄姿,卖弄风骚
丧心病狂,丧尽天良
丧气,沮丧
桑田,沧海
散失,流失
散伙,搭伙
散会,开会
散步,漫步
散布,分布
三思而行,深思熟虑
三生有幸,福星高照
三三两两,人山人海
洒脱,潇洒
撒手,放手
撒谎,扯谎
弱小,强大
若明若暗,泾渭分明
若即若离,不即不离
润饰,修饰
润色,润饰
润滑,光滑
软弱,脆弱
软禁,幽禁
软化,硬化
入院,出院
入学,退学
入选,当选
入席,退席
入伍,退伍
入手,动手
入世,出世
入迷,出神
入列,出列
入境,出境
入地,上天
入不敷出,绰绰有余
乳臭未干,年幼无知
如坐针毡,坐立不安
如醉如痴,自我陶醉
如鱼得水,瓮中之鳖
如影随行,形影不离
如兄如弟,情同手足
如数家珍,一五一十
如日方升,江河日下
如狼似虎,凶神恶煞
如获至宝,大喜过望
如果,假如
如法炮制,依样画葫芦
蹂躏,践踏
柔弱,懦弱
融化,消融
融合,交融
容许,允许
容纳,包容
荣耀,光彩
日新月异,一日千里
日上三竿,半夜三更
日班,夜班
仍然,依然
仍旧,依旧
任意,恣意
任务,义务
任人唯贤,任人唯亲
任人唯亲,任人唯贤
任其自然,听之任之
任凭,听凭
任劳任怨,怨天尤人
认真,仔细
认帐,赖帐
认为,以为
认识,看法
忍无可忍,忍辱负重
忍辱负重,委曲求全
忍气吞声,忍无可忍
忍耐,忍受
仁政,暴政
仁义道德,豺狼成性
仁慈,残忍
人之常情,人情世故
人证,物证
人造,天然
人云亦云,随声附和
人性,兽性
人心所向,众矢之的
人心涣散,一盘散沙
人寿年丰,繁荣昌盛
人山人海,摩肩接踵
人情世故,人之常情
人强马壮,兵强马壮
人命关天,草菅人命
人尽其才,量才录用
人间,人世
人祸,天灾
人喊马嘶,人困马乏
人多势众,单枪匹马
人不知;鬼不觉,不知不觉
热战,冷战
热气腾腾,热火朝天
热闹,繁华
热火朝天,如火如荼
热带,寒带
热诚,热忱
热爱,酷爱
惹是生非,无事生非
惹事,生事
惹火烧身,招灾惹祸
让步,退让
染指,介入
燃烧,熄灭
然而,但是
群策群力,齐心协力
确实,的确
缺席,出席
缺少,短少
缺勤,出勤
缺点,缺陷
劝阻,劝止
劝解,劝慰
劝告,劝说
蜷缩,伸直
痊愈,康复
权威,威望
权势,势力
权且,姑且
权利,权益
权力,权利
全心全意,一心一意
全面,片面
全力以赴,竭尽全力
全集,选集
全副,全部
趣味,兴趣
去世,逝世
去路,来路
取得,获得
趋势,趋向
祛病延年,延年益寿
屈服,屈从
屈从,屈服
驱逐,驱赶
驱散,遣散
驱赶,驱逐
曲折,迂回
求实,务实
求全责备,吹毛求疵
求教,请教
求告,哀告
秋色,春色
秋季,春季
穷则思变,墨守陈规
穷凶极恶,悲天悯人
穷途末路,走投无路
穷奢极欲,骄奢淫逸
罄竹难书,擢发难数
庆祝,庆贺
请求,恳求
请教,讨教
顷刻,须臾
晴朗,阴沉
情意,心意
情谊,友情
情义,情意
情绪,心情
情天孽海,深仇大恨
情态,神态
情趣,情味
情理,道理
情况,状况
情景,情形
情急生智,急中生智
情不自禁,不由自主
蜻蜓点水,走马观花
清音,浊音
清秀,娟秀
清新,清爽
清心寡欲,欲壑难填
清香,幽香
清晰,明晰
清扫,打扫
清贫,贫寒
清理,清算
清朗,明朗
清静,喧嚣
清规戒律,金科玉律
清官,赃官
清淡,油腻
清除,肃清
清澈,明澈
倾泻,倾注
倾诉,倾吐
倾慕,爱慕
轻重倒置,本末倒置
轻易,随便
轻微,细微
轻伤,重伤
轻举妄动,胆大妄为
轻捷,轻盈
轻活,重活
轻浮,庄重
轻车熟路,驾轻就熟
轻薄,轻浮
轻便,笨重
青云直上,平步青云
青眼,青睐
青天白日,光天化日
青梅竹马,两小无猜
青睐,喜爱
青出于蓝,后来居上
勤俭,节俭
勤奋,勤劳
钦佩,敬佩
侵吞,并吞
侵蚀,腐蚀
侵害,损害
侵犯,进犯
亲信,心腹
亲热,亲近
亲密,密切
窃窃私语,交头接耳
窃密,保密
怯懦,勇敢
切中时弊,一针见血
切题,离题
切实,实在
切当,得当
切磋,商讨
窍门,诀窍
巧取豪夺,敲诈勒索
抢夺,争夺
强壮,健壮
强制,强迫
强占,侵占
强人,强者
强烈,激烈
强劲,微弱
强健,强壮
强横,蛮横
强盗,匪徒
强大,弱小
腔调,声调
戗风,逆风
歉年,丰年
欠缺,完善
遣散,解散
浅显,粗浅
浅近,高深
浅见,高见
潜逃,逃窜
潜伏,埋伏
虔诚,忠诚
前兆,先兆
前因后果,来龙去脉
前线,火线
前途,出路
前事不忘;后事之师,前车之鉴
前任,后任
前人,后人
前期,后期
前仆后继,前赴后继
前怕狼;后怕虎,瞻前顾后
前面,后面
前进,行进
前方,后方
前辈,长辈
签订,签署
谦虚谨慎,狂妄自大
谦虚,谦逊
谦让,辞让
悭吝,吝啬
牵强附会,顺理成章
牵累,连累
牵挂,挂念
迁延,拖延
迁徙,迁移
迁就,将就
千辛万苦,含辛茹苦
千头万绪,千丝万缕
千里之行;始于足下,积少成多
千里之堤;溃于蚁穴,因小失大
千方百计,想方设法
千恩万谢,恩将仇报
洽购,采购
恰好,恰恰
恰到好处,恰如其分
器重,重视
器具,用具
泣不成声,喜笑颜开
弃暗投明,改邪归正
气宇轩昂,唯唯诺诺
气象,气候
气息奄奄,奄奄一息
气味相投,志同道合
气味,气息
气吞山河,气壮山河
气魄,魄力
气派,气度
气愤,愤慨
气氛,氛围
气冲冲,喜洋洋
绮丽,瑰丽
起源,来源
起因,原因
起死回生,妙手回春
起飞,降落
起点,终点
起初,后来
杞人忧天,庸人自扰
启发,启示
岂但,不但
企图,希图
企慕,仰慕
乞求,哀求
旗开得胜,马到成功
旗号,旗帜
棋逢对手,众寡悬殊
骑虎难下,欲罢不能
崎岖,坎坷
祈祷,祷告
奇异,奇特
奇文瑰句,废话连篇
奇妙,巧妙
奇货可居,囤积居奇
奇怪,奇异
其余,其他
齐全,完全
齐备,完备
漆黑,乌黑
欺侮,欺负
欺世盗名,沽名钓誉
欺骗,诈骗
期望,希冀
期求,祈求
期间,时期
期待,等待
栖身,栖息
凄凉,苍凉
七嘴八舌,众说纷纭
七窍生烟,暴跳如雷
七拼八凑,东拼西凑
匍匐,爬行
铺天盖地,漫山遍野
扑朔迷离,虚无缥缈
剖析,分析
魄力,气魄
破绽,漏洞
破灭,幻灭
破落,败落
破裂,决裂
破烂,褴褛
破镜重圆,言归于好
破坏,毁坏
破釜沉舟,背水一战
破费,花费
破除,废除
迫在眉睫,火烧眉毛
迫近,逼近
迫害,虐待
迫不及待,刻不容缓
迫不得已,心甘情愿
萍水相逢,不期而遇
凭仗,仰仗
评头品足,品头论足
评估,评价
评比,评选
平庸,平凡
平易近人,咄咄逼人
平心静气,心平气和
平心而论,弄虚作假
平息,停息
平稳,颠簸
平坦,平整
平素,素常
平时,平常
平日,素日
平起平坐,等量齐观
平铺直叙,平淡无奇
平年,闰年
平面,立体
平均,均匀
平静,宁静
平缓,陡峭
平衡,均衡
平凡,伟大
平地,高山
平等,对等
平淡无奇,平铺直叙
平常,往常
平步青云,一步登天
平白无故,无缘无故
平安无事,安然无恙
平安,安全
聘请,延聘
品种,种类
品学兼优,德才兼备
品行,操行
品尝,品味
贫困,贫穷
贫苦,贫困
贫贱,富贵
贫瘠,瘠薄
贫寒,清贫
漂亮,美丽
漂泊,流浪
剽窃,抄袭
偏重,侧重
偏心,公平
偏向,倾向
偏见,成见
偏差,偏向
癖好,嗜好
匹夫之勇,有勇无谋
疲乏,疲惫
毗邻,毗连
毗连,毗邻
皮开肉绽,遍体鳞伤
披星戴月,夜以继日
披肝沥胆,诚心诚意
批准,同意
批示,指示
批评,批判
批改,修改
批发,零售
批驳,驳斥
碰壁,受阻
膨胀,收缩
蓬头垢面,不修边幅
蓬松,疏松
朋友,冤家
抨击,鞭挞
喷射,放射
配角,主角
配备,装备
赔罪,道歉
赔本,亏本
培植,扶植
培养,培育
培修,维修
咆哮,怒吼
抛头露面,出头露面
抛售,兜售
抛弃,丢弃
胖子,瘦子
旁征博引,引经据典
旁若无人,目中无人
旁敲侧击,拐弯抹角
旁门左道,歪门邪道
滂沱大雨,倾盆大雨
叛逃,潜逃
叛变,反叛
判若两人,一如既往
判断,判别
判定,断定
蹒跚,踉跄
盘旋,回旋
盘问,盘诘
盘绕,环绕
盘根错节,错综复杂
盘点,清点
盘剥,剥削
攀龙附凤,趋炎附势
派头,气派
派遣,差遣
派别,派系
排山倒海,翻江倒海
排练,排演
排挤,排斥
排汇,吸收
排除,扫除
排斥,排挤
徘徊,彷徨
